Name;Lat;Lon;Url
UGA_WES_Masindi.AP.636540_TMYx.zip;1.68;31.72;http://climate.onebuilding.org/WMO_Region_1_Africa/UGA_Uganda/UGA_WES_Masindi.AP.636540_TMYx.zip
CAN_NU_Resolute.Bay.AP.719240_CWEC2020v2.zip;74.72;-94.97;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolute.Bay.AP.719240_CWEC2020v2.zip
UGA_CEN_Kisenyi.696824_TMYx.zip;6.70;32.45;http://climate.onebuilding.org/WMO_Region_1_Africa/UGA_Uganda/UGA_CEN_Kisenyi.696824_TMYx.zip
CAN_NU_Cambridge.Bay.AP.719250_TMYx.zip;69.11;-105.14;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cambridge.Bay.AP.719250_TMYx.zip
UGA_NOR_Lira.AP.636310_TMYx.2007-2021.zip;2.25;32.9;http://climate.onebuilding.org/WMO_Region_1_Africa/UGA_Uganda/UGA_NOR_Lira.AP.636310_TMYx.2007-2021.zip
CAN_NU_Hall.Beach.AP.712930_CWEC2020v2.zip;68.78;-81.24;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hall.Beach.AP.712930_CWEC2020v2.zip
UGA_WES_Mbarara.637020_TMYx.2007-2021.zip;-0.62;30.65;http://climate.onebuilding.org/WMO_Region_1_Africa/UGA_Uganda/UGA_WES_Mbarara.637020_TMYx.2007-2021.zip
CAN_NU_Resolute.Bay.AP.719240_TDY-CWEC2020v2.zip;74.72;-94.97;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolute.Bay.AP.719240_TDY-CWEC2020v2.zip
UGA_EAS_Soroti.AP.636580_TMYx.2004-2018.zip;1.73;33.62;http://climate.onebuilding.org/WMO_Region_1_Africa/UGA_Uganda/UGA_EAS_Soroti.AP.636580_TMYx.2004-2018.zip
CAN_NU_Cape.Dorset.AP.719100_TMYx.2004-2018.zip;64.23;-76.53;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dorset.AP.719100_TMYx.2004-2018.zip
CAN_NU_Hall.Beach.AP.712930_TDY-CWEC2020v2.zip;68.78;-81.24;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hall.Beach.AP.712930_TDY-CWEC2020v2.zip
UGA_NOR_Lira.AP.636310_TMYx.zip;2.25;32.9;http://climate.onebuilding.org/WMO_Region_1_Africa/UGA_Uganda/UGA_NOR_Lira.AP.636310_TMYx.zip
CAN_NU_Resolute.Bay.AP.719240_TMYx.2004-2018.zip;74.72;-94.97;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolute.Bay.AP.719240_TMYx.2004-2018.zip
UGA_WES_Mbarara.637020_TMYx.zip;-0.62;30.65;http://climate.onebuilding.org/WMO_Region_1_Africa/UGA_Uganda/UGA_WES_Mbarara.637020_TMYx.zip
CAN_NU_Cape.Dorset.AP.719100_TMYx.2007-2021.zip;64.23;-76.53;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dorset.AP.719100_TMYx.2007-2021.zip
UGA_EAS_Soroti.AP.636580_TMYx.2007-2021.zip;1.73;33.62;http://climate.onebuilding.org/WMO_Region_1_Africa/UGA_Uganda/UGA_EAS_Soroti.AP.636580_TMYx.2007-2021.zip
CAN_NU_Hall.Beach.AP.713200_TMYx.2004-2018.zip;68.78;-81.24;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hall.Beach.AP.713200_TMYx.2004-2018.zip
UGA_NOR_Moroto.636350_TMYx.zip;2.52;34.58;http://climate.onebuilding.org/WMO_Region_1_Africa/UGA_Uganda/UGA_NOR_Moroto.636350_TMYx.zip
CAN_NU_Resolute.Bay.AP.719240_TMYx.2007-2021.zip;74.72;-94.97;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolute.Bay.AP.719240_TMYx.2007-2021.zip
ZMB_CE_Kabwe-Milliken.AP.676630_TMYx.2007-2021.zip;-14.45;28.47;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Kabwe-Milliken.AP.676630_TMYx.2007-2021.zip
CAN_NU_Cape.Dorset.AP.719100_TMYx.zip;64.23;-76.53;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dorset.AP.719100_TMYx.zip
ZMB_LP_Kawambwa.674030_TMYx.zip;-9.80;29.08;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LP_Kawambwa.674030_TMYx.zip
CAN_NU_Hall.Beach.AP.713200_TMYx.2007-2021.zip;68.78;-81.24;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hall.Beach.AP.713200_TMYx.2007-2021.zip
ZMB_NW_Mwinilunga.674410_TMYx.2007-2021.zip;-11.75;24.43;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NW_Mwinilunga.674410_TMYx.2007-2021.zip
CAN_NU_Resolute.Bay.AP.719240_TMYx.zip;74.72;-94.97;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolute.Bay.AP.719240_TMYx.zip
ZMB_CE_Kabwe-Milliken.AP.676630_TMYx.zip;-14.45;28.47;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Kabwe-Milliken.AP.676630_TMYx.zip
CAN_NU_Cape.Dorset.Climate.715750_CWEC2020.zip;64.23;-76.53;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dorset.Climate.715750_CWEC2020.zip
ZMB_LP_Mansa.674610_TMYx.2007-2021.zip;-11.10;28.85;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LP_Mansa.674610_TMYx.2007-2021.zip
CAN_NU_Hall.Beach.AP.713200_TMYx.zip;68.78;-81.24;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hall.Beach.AP.713200_TMYx.zip
ZMB_NW_Mwinilunga.674410_TMYx.zip;-11.75;24.43;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NW_Mwinilunga.674410_TMYx.zip
CAN_NU_Resolution.Island.719720_CWEC2020.zip;61.58;-64.65;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolution.Island.719720_CWEC2020.zip
ZMB_CE_Kabwe.Agric.676620_TMYx.2007-2021.zip;-14.40;28.5;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Kabwe.Agric.676620_TMYx.2007-2021.zip
CAN_NU_Cape.Dorset.Climate.715750_CWEC2020v2.zip;64.23;-76.53;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dorset.Climate.715750_CWEC2020v2.zip
ZMB_LP_Mansa.674610_TMYx.zip;-11.10;28.85;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LP_Mansa.674610_TMYx.zip
CAN_NU_Hat.Island.710840_CWEC2020.zip;68.32;-100.09;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hat.Island.710840_CWEC2020.zip
ZMB_NW_Solwezi.675510_TMYx.2007-2021.zip;-12.17;26.37;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NW_Solwezi.675510_TMYx.2007-2021.zip
CAN_NU_Resolution.Island.719720_CWEC2020v2.zip;61.58;-64.65;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolution.Island.719720_CWEC2020v2.zip
ZMB_CE_Kabwe.Agric.676620_TMYx.zip;-14.40;28.5;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Kabwe.Agric.676620_TMYx.zip
CAN_NU_Cape.Dorset.Climate.715750_TDY-CWEC2020v2.zip;64.23;-76.53;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dorset.Climate.715750_TDY-CWEC2020v2.zip
ZMB_LP_Samya.674690_TMYx.zip;-11.37;29.9;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LP_Samya.674690_TMYx.zip
CAN_NU_Hat.Island.710840_CWEC2020v2.zip;68.32;-100.09;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hat.Island.710840_CWEC2020v2.zip
ZMB_NW_Solwezi.675510_TMYx.zip;-12.17;26.37;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NW_Solwezi.675510_TMYx.zip
CAN_NU_Resolution.Island.719720_TDY-CWEC2020v2.zip;61.58;-64.65;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolution.Island.719720_TDY-CWEC2020v2.zip
ZMB_CE_Mkushi.675750_TMYx.2007-2021.zip;-13.63;29.43;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Mkushi.675750_TMYx.2007-2021.zip
CAN_NU_Cape.Dorset.CS.715750_TMYx.2007-2021.zip;64.23;-76.53;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dorset.CS.715750_TMYx.2007-2021.zip
ZMB_LS_Lusaka-Kaunda.Intl.AP.676650_TMYx.2004-2018.zip;-15.33;28.45;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LS_Lusaka-Kaunda.Intl.AP.676650_TMYx.2004-2018.zip
CAN_NU_Hat.Island.710840_TDY-CWEC2020v2.zip;68.32;-100.09;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hat.Island.710840_TDY-CWEC2020v2.zip
ZMB_NW_Zambezi.675310_TMYx.2007-2021.zip;-13.53;23.12;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NW_Zambezi.675310_TMYx.2007-2021.zip
CAN_NU_Resolution.Island.719720_TMYx.2004-2018.zip;61.58;-64.65;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolution.Island.719720_TMYx.2004-2018.zip
ZMB_CE_Mkushi.675750_TMYx.zip;-13.63;29.43;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Mkushi.675750_TMYx.zip
CAN_NU_Cape.Dorset.CS.715750_TMYx.zip;64.23;-76.53;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dorset.CS.715750_TMYx.zip
ZMB_LS_Lusaka-Kaunda.Intl.AP.676650_TMYx.2007-2021.zip;-15.33;28.45;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LS_Lusaka-Kaunda.Intl.AP.676650_TMYx.2007-2021.zip
CAN_NU_Hat.Island.710840_TMYx.2004-2018.zip;68.32;-100.09;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hat.Island.710840_TMYx.2004-2018.zip
ZMB_NW_Zambezi.675310_TMYx.zip;-13.53;23.12;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NW_Zambezi.675310_TMYx.zip
CAN_NU_Resolution.Island.719720_TMYx.2007-2021.zip;61.60;-64.64;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolution.Island.719720_TMYx.2007-2021.zip
ZMB_CE_Mumbwa.AP.676550_TMYx.2007-2021.zip;-15.07;27.18;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Mumbwa.AP.676550_TMYx.2007-2021.zip
CAN_NU_Cape.Dyer.710940_CWEC2020.zip;66.65;-61.38;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dyer.710940_CWEC2020.zip
ZMB_LS_Lusaka-Kaunda.Intl.AP.676650_TMYx.zip;-15.33;28.45;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LS_Lusaka-Kaunda.Intl.AP.676650_TMYx.zip
CAN_NU_Hat.Island.710840_TMYx.2007-2021.zip;68.32;-100.09;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hat.Island.710840_TMYx.2007-2021.zip
ZMB_SO_Choma.677530_TMYx.2007-2021.zip;-16.83;27.07;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_SO_Choma.677530_TMYx.2007-2021.zip
CAN_NU_Resolution.Island.719720_TMYx.zip;61.60;-64.64;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Resolution.Island.719720_TMYx.zip
ZMB_CE_Mumbwa.AP.676550_TMYx.zip;-15.07;27.18;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Mumbwa.AP.676550_TMYx.zip
CAN_NU_Cape.Dyer.710940_CWEC2020v2.zip;66.65;-61.38;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dyer.710940_CWEC2020v2.zip
ZMB_LS_Lusaka.City.AP.676660_TMYx.2007-2021.zip;-15.41;28.33;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LS_Lusaka.City.AP.676660_TMYx.2007-2021.zip
CAN_NU_Hat.Island.710840_TMYx.zip;68.32;-100.09;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Hat.Island.710840_TMYx.zip
ZMB_SO_Choma.677530_TMYx.zip;-16.83;27.07;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_SO_Choma.677530_TMYx.zip
CAN_NU_Robertson.Lake.714900_TMYx.2004-2018.zip;65.08;-102.42;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Robertson.Lake.714900_TMYx.2004-2018.zip
ZMB_CE_Serenje.675710_TMYx.2007-2021.zip;-13.23;30.22;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Serenje.675710_TMYx.2007-2021.zip
CAN_NU_Cape.Dyer.710940_TDY-CWEC2020v2.zip;66.65;-61.38;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dyer.710940_TDY-CWEC2020v2.zip
ZMB_LS_Lusaka.City.AP.676660_TMYx.zip;-15.41;28.33;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LS_Lusaka.City.AP.676660_TMYx.zip
CAN_NU_Igloolik.AP.710814_TMYx.2007-2021.zip;69.37;-81.82;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Igloolik.AP.710814_TMYx.2007-2021.zip
ZMB_SO_Kafue.Polder.676590_TMYx.2007-2021.zip;-15.77;27.92;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_SO_Kafue.Polder.676590_TMYx.2007-2021.zip
CAN_NU_Robertson.Lake.714900_TMYx.2007-2021.zip;65.10;-102.43;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Robertson.Lake.714900_TMYx.2007-2021.zip
ZMB_CE_Serenje.675710_TMYx.zip;-13.23;30.22;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CE_Serenje.675710_TMYx.zip
ZMB_LS_Mount.Makulu.676670_TMYx.2007-2021.zip;-15.55;28.25;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LS_Mount.Makulu.676670_TMYx.2007-2021.zip
CAN_NU_Cape.Dyer.710940_TMYx.2004-2018.zip;66.65;-61.38;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dyer.710940_TMYx.2004-2018.zip
CAN_NU_Igloolik.AP.710814_TMYx.zip;69.37;-81.82;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Igloolik.AP.710814_TMYx.zip
ZMB_SO_Kafue.Polder.676590_TMYx.zip;-15.77;27.92;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_SO_Kafue.Polder.676590_TMYx.zip
ZMB_CO_Kafironda.675630_TMYx.2007-2021.zip;-12.60;28.12;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CO_Kafironda.675630_TMYx.2007-2021.zip
CAN_NU_Robertson.Lake.714900_TMYx.zip;65.10;-102.43;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Robertson.Lake.714900_TMYx.zip
ZMB_LS_Mount.Makulu.676670_TMYx.zip;-15.55;28.25;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_LS_Mount.Makulu.676670_TMYx.zip
CAN_NU_Cape.Dyer.710940_TMYx.2007-2021.zip;66.67;-61.36;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dyer.710940_TMYx.2007-2021.zip
ZMB_SO_Livingstone-Nkumbula.Intl.AP.677430_TMYx.2007-2021.zip;-17.80;25.82;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_SO_Livingstone-Nkumbula.Intl.AP.677430_TMYx.2007-2021.zip
CAN_NU_Iqaluit.AP.719090_CWEC2016.zip;63.75;-68.55;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Iqaluit.AP.719090_CWEC2016.zip
ZMB_CO_Kafironda.675630_TMYx.zip;-12.60;28.12;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CO_Kafironda.675630_TMYx.zip
CAN_NU_Rowley.Island.710880_CWEC2020.zip;69.08;-79.03;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Rowley.Island.710880_CWEC2020.zip
ZMB_NR_Isoka.674810_TMYx.2007-2021.zip;-10.12;32.63;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NR_Isoka.674810_TMYx.2007-2021.zip
CAN_NU_Cape.Dyer.710940_TMYx.zip;66.67;-61.36;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Dyer.710940_TMYx.zip
CAN_NU_Iqaluit.AP.719090_CWEC2020.zip;63.76;-68.56;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Iqaluit.AP.719090_CWEC2020.zip
ZMB_SO_Livingstone-Nkumbula.Intl.AP.677430_TMYx.zip;-17.80;25.82;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_SO_Livingstone-Nkumbula.Intl.AP.677430_TMYx.zip
CAN_NU_Rowley.Island.AP.710880_CWEC2020v2.zip;69.08;-79.03;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Rowley.Island.AP.710880_CWEC2020v2.zip
ZMB_CO_Ndola-Kawepewe.Intl.AP.675610_TMYx.2007-2021.zip;-12.98;28.65;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CO_Ndola-Kawepewe.Intl.AP.675610_TMYx.2007-2021.zip
CAN_NU_Cape.Hooper.710930_CWEC2020.zip;68.47;-66.82;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Hooper.710930_CWEC2020.zip
ZMB_NR_Isoka.674810_TMYx.zip;-10.12;32.63;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NR_Isoka.674810_TMYx.zip
CAN_NU_Iqaluit.AP.719090_CWEC2020v2.zip;63.76;-68.56;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Iqaluit.AP.719090_CWEC2020v2.zip
ZMB_SO_Magoye.677510_TMYx.2007-2021.zip;-16.00;27.6;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_SO_Magoye.677510_TMYx.2007-2021.zip
CAN_NU_Rowley.Island.AP.710880_TDY-CWEC2020v2.zip;69.08;-79.03;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Rowley.Island.AP.710880_TDY-CWEC2020v2.zip
ZMB_CO_Ndola-Kawepewe.Intl.AP.675610_TMYx.zip;-12.98;28.65;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_CO_Ndola-Kawepewe.Intl.AP.675610_TMYx.zip
CAN_NU_Cape.Hooper.710930_CWEC2020v2.zip;68.47;-66.82;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Hooper.710930_CWEC2020v2.zip
ZMB_NR_Kasama.AP.674750_TMYx.2007-2021.zip;-10.22;31.13;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NR_Kasama.AP.674750_TMYx.2007-2021.zip
CAN_NU_Iqaluit.AP.719090_TDY-CWEC2020v2.zip;63.76;-68.56;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Iqaluit.AP.719090_TDY-CWEC2020v2.zip
ZMB_SO_Magoye.677510_TMYx.zip;-16.00;27.6;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_SO_Magoye.677510_TMYx.zip
CAN_NU_Rowley.Island.AP.710880_TMYx.2004-2018.zip;69.06;-79.08;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Rowley.Island.AP.710880_TMYx.2004-2018.zip
ZMB_ES_Chipata.AP.675810_TMYx.2007-2021.zip;-13.55;32.58;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_ES_Chipata.AP.675810_TMYx.2007-2021.zip
CAN_NU_Cape.Hooper.710930_TDY-CWEC2020v2.zip;68.47;-66.82;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Hooper.710930_TDY-CWEC2020v2.zip
ZMB_NR_Kasama.AP.674750_TMYx.zip;-10.22;31.13;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NR_Kasama.AP.674750_TMYx.zip
CAN_NU_Iqaluit.AP.719090_TMYx.2004-2018.zip;63.75;-68.55;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Iqaluit.AP.719090_TMYx.2004-2018.zip
ZMB_WE_Kalabo.AP.676250_TMYx.2007-2021.zip;-15.00;22.65;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_WE_Kalabo.AP.676250_TMYx.2007-2021.zip
CAN_NU_Rowley.Island.AP.710880_TMYx.2007-2021.zip;69.06;-79.08;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Rowley.Island.AP.710880_TMYx.2007-2021.zip
ZMB_ES_Chipata.AP.675810_TMYx.zip;-13.55;32.58;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_ES_Chipata.AP.675810_TMYx.zip
ZMB_NR_Mbala.AP.674130_TMYx.2007-2021.zip;-8.85;31.33;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NR_Mbala.AP.674130_TMYx.2007-2021.zip
CAN_NU_Cape.Hooper.710930_TMYx.2004-2018.zip;68.47;-66.78;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Hooper.710930_TMYx.2004-2018.zip
ZMB_WE_Kalabo.AP.676250_TMYx.zip;-15.00;22.65;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_WE_Kalabo.AP.676250_TMYx.zip
CAN_NU_Iqaluit.AP.719090_TMYx.2007-2021.zip;63.75;-68.54;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Iqaluit.AP.719090_TMYx.2007-2021.zip
CAN_NU_Rowley.Island.AP.710880_TMYx.zip;69.06;-79.08;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Rowley.Island.AP.710880_TMYx.zip
ZMB_ES_Lundazi.675830_TMYx.2007-2021.zip;-12.28;33.2;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_ES_Lundazi.675830_TMYx.2007-2021.zip
CAN_NU_Cape.Hooper.710930_TMYx.2007-2021.zip;68.47;-66.8;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Cape.Hooper.710930_TMYx.2007-2021.zip
ZMB_NR_Mbala.AP.674130_TMYx.zip;-8.85;31.33;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_NR_Mbala.AP.674130_TMYx.zip
CAN_NU_Iqaluit.AP.719090_TMYx.zip;63.75;-68.54;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Iqaluit.AP.719090_TMYx.zip
ZMB_WE_Kaoma.AP.676410_TMYx.2007-2021.zip;-14.80;24.8;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_WE_Kaoma.AP.676410_TMYx.2007-2021.zip
ZMB_ES_Lundazi.675830_TMYx.zip;-12.28;33.2;http://climate.onebuilding.org/WMO_Region_1_Africa/ZMB_Zambia/ZMB_ES_Lundazi.675830_TMYx.zip
CAN_NU_Sanikiluaq.AP.719104_TMYx.2004-2018.zip;56.54;-79.25;http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/NU_Nunavut/CAN_NU_Sanikiluaq.AP.719104_TMYx.2004-2018.zip
